Int1	Int2	Correlation	Sign	Edge_Width(abs(correlation)*10)	Pvalue
Corynebacterium variabile DSM 44702	Bacteroides plebeius DSM 17135	-0.34495620924	-	3.4495620924	2.85481032327e-23
Corynebacterium variabile DSM 44702	Bacteroides sp. 1_1_6	-0.388449441111	-	3.88449441111	1.44111509725e-29
Corynebacterium variabile DSM 44702	Bacteroides stercoris ATCC 43183	-0.34907004248	-	3.4907004248	7.95686797163e-24
Corynebacterium variabile DSM 44702	Bacteroides uniformis ATCC 8492	-0.312124682164	-	3.12124682164	3.94010918908e-19
Corynebacterium variabile DSM 44702	Bacteroides sp. 9_1_42FAA	-0.34029899325	-	3.4029899325	1.18521730397e-22
Corynebacterium variabile DSM 44702	Prevotella tannerae ATCC 51259	-0.305695214788	-	3.05695214788	2.22896510795e-18
Corynebacterium variabile DSM 44702	Bacteroides coprocola DSM 17136	-0.383834925678	-	3.83834925678	7.46765997257e-29
Prevotella marshii DSM 16973	Lactobacillus plantarum WCFS1	-0.384913864912	-	3.84913864912	5.09502959351e-29
Prevotella marshii DSM 16973	Listeria seeligeri FSL N1-067	-0.362276404925	-	3.62276404925	1.15670541019e-25
Prevotella marshii DSM 16973	Prevotella denticola CRIS 18C-A	0.914379961922	+	9.14379961922	1.5484781151e-308
Prevotella marshii DSM 16973	[Eubacterium] cylindroides T2-87	-0.30222016568	-	3.0222016568	5.58694250491e-18
Prevotella marshii DSM 16973	Streptococcus thermophilus JIM 8232	-0.328062570993	-	3.28062570993	4.45432928146e-21
Prevotella marshii DSM 16973	Actinomyces sp. oral taxon 448 str. F0400	-0.363652909618	-	3.63652909618	7.35663074322e-26
Prevotella marshii DSM 16973	Prevotella disiens FB035-09AN	0.855879364061	+	8.55879364061	1.44791932785e-225
Prevotella marshii DSM 16973	Lactococcus lactis subsp. cremoris SK11	-0.375687656183	-	3.75687656183	1.27966898981e-27
Prevotella marshii DSM 16973	Actinomyces sp. oral taxon 175 str. F0384	-0.389343006254	-	3.89343006254	1.04477842186e-29
Prevotella marshii DSM 16973	Slackia heliotrinireducens DSM 20476	-0.346943327676	-	3.46943327676	1.54384182393e-23
Prevotella marshii DSM 16973	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	-0.359091559714	-	3.59091559714	3.26820905815e-25
Prevotella marshii DSM 16973	Lactobacillus casei BD-II	-0.384045473007	-	3.84045473007	6.93157774391e-29
Prevotella marshii DSM 16973	Lactobacillus coryniformis subsp. coryniformis KCTC 3167	-0.321607064847	-	3.21607064847	2.82729265e-20
Prevotella marshii DSM 16973	Ruminococcus sp. SR1/5	-0.346006817397	-	3.46006817397	2.06378507904e-23
Prevotella marshii DSM 16973	Actinomyces sp. oral taxon 170 str. F0386	-0.420534875433	-	4.20534875433	7.3500986647e-35
Prevotella marshii DSM 16973	Oenococcus oeni AWRIB429	-0.433601713379	-	4.33601713379	3.4751110494e-37
Prevotella marshii DSM 16973	Ruminococcus obeum ATCC 29174	-0.312820413751	-	3.12820413751	3.25801861558e-19
Prevotella marshii DSM 16973	Slackia exigua ATCC 700122	-0.351764378165	-	3.51764378165	3.4109170379e-24
Prevotella marshii DSM 16973	Lactobacillus delbrueckii subsp. lactis DSM 20072	-0.320865336831	-	3.20865336831	3.48619208556e-20
Prevotella marshii DSM 16973	Actinomyces odontolyticus F0309	-0.344520201496	-	3.44520201496	3.26512303023e-23
Prevotella marshii DSM 16973	Eubacterium hallii DSM 3353	-0.378659115625	-	3.78659115625	4.58259036777e-28
Prevotella marshii DSM 16973	Cryptobacterium curtum DSM 15641	-0.346057307544	-	3.46057307544	2.03179074114e-23
Streptococcus infantis SK1302	Streptococcus mitis bv. 2 str. F0392	0.822054350759	+	8.22054350759	5.90990626441e-193
Streptococcus infantis SK1302	Streptococcus mitis bv. 2 str. SK95	0.8143413449	+	8.143413449	1.75389034338e-186
Streptococcus infantis SK1302	Streptococcus oralis Uo5	0.804220296489	+	8.04220296489	1.96063012084e-178
Streptococcus infantis SK1302	Streptococcus sp. C300	0.80848995121	+	8.0848995121	9.03181959442e-182
Streptococcus infantis SK1302	Streptococcus infantis SK970	0.809465194466	+	8.09465194466	1.519987567e-182
Streptococcus infantis SK1302	Streptococcus sp. M143	0.808559849349	+	8.08559849349	7.95158382608e-182
Desulfovibrio vulgaris str. 'Miyazaki F'	Desulfovibrio vulgaris str. Hildenborough	0.858075935118	+	8.58075935118	5.73633045491e-228
Haliscomenobacter hydrossis DSM 1100	Lactobacillus plantarum WCFS1	-0.327015431075	-	3.27015431075	6.02956197373e-21
Haliscomenobacter hydrossis DSM 1100	Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	0.819856354762	+	8.19856354762	4.44229305517e-191
Haliscomenobacter hydrossis DSM 1100	Streptococcus mutans UA159	-0.372073918251	-	3.72073918251	4.39831499329e-27
Haliscomenobacter hydrossis DSM 1100	Porphyromonas gingivalis ATCC 33277	0.850142883046	+	8.50142883046	1.77942401494e-219
Haliscomenobacter hydrossis DSM 1100	Bacteroidetes oral taxon 274 str. F0058	0.805377807091	+	8.05377807091	2.48904898499e-179
Haliscomenobacter hydrossis DSM 1100	Streptococcus thermophilus JIM 8232	-0.327427264736	-	3.27427264736	5.35337101535e-21
Haliscomenobacter hydrossis DSM 1100	Actinomyces sp. oral taxon 448 str. F0400	-0.397578176667	-	3.97578176667	5.14489100261e-31
Haliscomenobacter hydrossis DSM 1100	Lactobacillus buchneri NRRL B-30929	-0.306706797882	-	3.06706797882	1.70185582063e-18
Haliscomenobacter hydrossis DSM 1100	Actinomyces sp. oral taxon 175 str. F0384	-0.498685296516	-	4.98685296516	2.12037064332e-50
Haliscomenobacter hydrossis DSM 1100	Leeuwenhoekiella blandensis MED217	0.854711871484	+	8.54711871484	2.63812845066e-224
Haliscomenobacter hydrossis DSM 1100	Paludibacter propionicigenes WB4	0.822665604331	+	8.22665604331	1.75896233682e-193
Haliscomenobacter hydrossis DSM 1100	Lactobacillus casei BD-II	-0.360255042286	-	3.60255042286	2.23929023339e-25
Haliscomenobacter hydrossis DSM 1100	Lactobacillus coryniformis subsp. coryniformis KCTC 3167	-0.300916172738	-	3.00916172738	7.86212487102e-18
Haliscomenobacter hydrossis DSM 1100	Actinomyces sp. oral taxon 170 str. F0386	-0.520767276622	-	5.20767276622	1.42964247328e-55
Haliscomenobacter hydrossis DSM 1100	Leuconostoc citreum KM20	-0.309593748165	-	3.09593748165	7.83396777865e-19
Haliscomenobacter hydrossis DSM 1100	Lactobacillus delbrueckii subsp. lactis DSM 20072	-0.305004886784	-	3.05004886784	2.67798229677e-18
Haliscomenobacter hydrossis DSM 1100	Actinomyces odontolyticus F0309	-0.352699803918	-	3.52699803918	2.53698512877e-24
Citrobacter sp. 30_2	Erwinia billingiae Eb661	0.882138823681	+	8.82138823681	2.87610003703e-257
Citrobacter sp. 30_2	Pantoea ananatis LMG 5342	0.884542652003	+	8.84542652003	1.52624592333e-260
Citrobacter sp. 30_2	Candidatus Moranella endobia PCIT	0.838197590748	+	8.38197590748	1.41016920355e-207
Citrobacter sp. 30_2	Citrobacter koseri ATCC BAA-895	0.849918888395	+	8.49918888395	3.03994293852e-219
Citrobacter sp. 30_2	Pantoea vagans C9-1	0.872757206578	+	8.72757206578	3.88515671711e-245
Citrobacter sp. 30_2	[Eubacterium] cylindroides T2-87	-0.324009744235	-	3.24009744235	1.42861008271e-20
Citrobacter sp. 30_2	Providencia stuartii ATCC 25827	0.867905498156	+	8.67905498156	3.09428073715e-239
Citrobacter sp. 30_2	Enterobacter lignolyticus SCF1	0.905067186015	+	9.05067186015	7.18363187822e-292
Citrobacter sp. 30_2	Salmonella bongori NCTC 12419	0.90832578031	+	9.0832578031	1.69158029088e-297
Citrobacter sp. 30_2	Enterobacter cloacae subsp. cloacae ATCC 13047	0.913311804643	+	9.13311804643	1.56982856417e-306
Citrobacter sp. 30_2	Bacillus cereus SJ1	0.820220471815	+	8.20220471815	2.18073689511e-191
Citrobacter sp. 30_2	Serratia odorifera DSM 4582	0.88752124617	+	8.8752124617	1.05375525237e-264
Citrobacter sp. 30_2	Lawsonia intracellularis PHE/MN1-00	-0.315480525407	-	3.15480525407	1.56777570085e-19
Citrobacter sp. 30_2	Klebsiella pneumoniae 342	0.825244709185	+	8.25244709185	1.00454481765e-195
Citrobacter sp. 30_2	Erwinia tasmaniensis Et1/99	0.859852740109	+	8.59852740109	6.10618808213e-230
Citrobacter sp. 30_2	Citrobacter rodentium ICC168	0.879336482361	+	8.79336482361	1.5411363478e-253
Citrobacter sp. 30_2	Clostridium leptum DSM 753	-0.345728260854	-	3.45728260854	2.24945895638e-23
Citrobacter sp. 30_2	Erwinia amylovora ATCC 49946	0.876379134168	+	8.76379134168	1.05613772343e-249
Citrobacter sp. 30_2	Xenorhabdus nematophila ATCC 19061	0.869462454851	+	8.69462454851	4.1944712863e-241
Citrobacter sp. 30_2	Rahnella sp. Y9602	0.818727215642	+	8.18727215642	3.99400317945e-190
Citrobacter sp. 30_2	Salmonella enterica subsp. enterica serovar Dublin str. SD3246	0.896017559846	+	8.96017559846	2.99378889447e-277
Citrobacter sp. 30_2	Enterobacter asburiae LF7a	0.892711457735	+	8.92711457735	3.04526991627e-272
Citrobacter sp. 30_2	Rahnella aquatilis CIP 78.65 = ATCC 33071	0.865084163252	+	8.65084163252	6.53794505063e-236
Citrobacter sp. 30_2	Dickeya zeae Ech1591	0.852975548322	+	8.52975548322	1.88677210198e-222
Citrobacter sp. 30_2	Clostridium saccharolyticum WM1	-0.303809191619	-	3.03809191619	3.67585796367e-18
Citrobacter sp. 30_2	Enterobacter cloacae subsp. cloacae NCTC 9394	0.847733308841	+	8.47733308841	5.40150113787e-217
Citrobacter sp. 30_2	Eubacterium rectale M104/1	-0.322480991161	-	3.22480991161	2.20723811927e-20
Citrobacter sp. 30_2	Dickeya dadantii Ech703	0.827957710543	+	8.27957710543	3.99963560062e-198
Citrobacter sp. 30_2	Sodalis glossinidius str. 'morsitans'	0.870067088727	+	8.70067088727	7.77681520769e-242
Citrobacter sp. 30_2	Xenorhabdus bovienii SS-2004	0.862187927207	+	8.62187927207	1.41631885191e-232
Citrobacter sp. 30_2	Bacillus coahuilensis m4-4	0.813088642196	+	8.13088642196	1.84788972966e-185
Citrobacter sp. 30_2	Rheinheimera sp. A13L	0.853250116653	+	8.53250116653	9.63989522641e-223
Citrobacter sp. 30_2	Pantoea sp. At-9b	0.893993878327	+	8.93993878327	3.63907609282e-274
Citrobacter sp. 30_2	Proteus penneri ATCC 35198	0.807933219024	+	8.07933219024	2.48652969244e-181
Citrobacter sp. 30_2	Alistipes sp. HGB5	-0.303706240313	-	3.03706240313	3.77722049378e-18
Citrobacter sp. 30_2	Propionibacterium acnes HL099PA1	-0.344363588791	-	3.44363588791	3.4263068917e-23
Citrobacter sp. 30_2	Haemophilus ducreyi 35000HP	0.810139529617	+	8.10139529617	4.40635406978e-183
Citrobacter sp. 30_2	Pseudomonas syringae pv. morsprunorum str. M302280	0.802423222423	+	8.02423222423	4.70094950946e-177
Citrobacter sp. 30_2	Plautia stali symbiont	0.807049109098	+	8.07049109098	1.23335116594e-180
Citrobacter sp. 30_2	Dickeya dadantii Ech586	0.883058055665	+	8.83058055665	1.64011936785e-258
Citrobacter sp. 30_2	Eubacterium siraeum 70/3	-0.316168105891	-	3.16168105891	1.29613429902e-19
Citrobacter sp. 30_2	Dermacoccus sp. Ellin185	0.827514945672	+	8.27514945672	9.9211324561e-198
Citrobacter sp. 30_2	Pantoea sp. aB	0.855356603365	+	8.55356603365	5.32776685356e-225
Citrobacter sp. 30_2	Pectobacterium carotovorum subsp. carotovorum PC1	0.86707538856	+	8.6707538856	2.99738479488e-238
Citrobacter sp. 30_2	Pectobacterium atrosepticum SCRI1043	0.890581598506	+	8.90581598506	4.2014008589e-269
Clostridium clariflavum DSM 19732	Clostridium papyrosolvens DSM 2782	0.828562887681	+	8.28562887681	1.15060170055e-198
Clostridium clariflavum DSM 19732	Clostridium thermocellum ATCC 27405	0.81415600988	+	8.1415600988	2.48767499466e-186
Clostridium clariflavum DSM 19732	Fusobacterium ulcerans ATCC 49185	-0.301581963263	-	3.01581963263	6.60513475221e-18
Methylobacillus flagellatus KT	Achromobacter piechaudii ATCC 43553	0.8102260437	+	8.102260437	3.75777852913e-183
Methylobacillus flagellatus KT	Dechlorosoma suillum PS	0.866137387809	+	8.66137387809	3.82927687706e-237
Methylobacillus flagellatus KT	Ralstonia pickettii 12D	0.853463613565	+	8.53463613565	5.7132496181e-223
Sphaerochaeta coccoides DSM 17374	Geobacter daltonii FRC-32	0.800968130761	+	8.00968130761	6.01176375681e-176
Erwinia billingiae Eb661	Pantoea ananatis LMG 5342	0.939755598599	+	9.39755598599	0.0
Erwinia billingiae Eb661	Corynebacterium lipophiloflavum DSM 44291	0.853283565674	+	8.53283565674	8.8818198984e-223
Erwinia billingiae Eb661	Actinomyces coleocanis DSM 15436	0.812360646192	+	8.12360646192	7.20201841757e-185
Erwinia billingiae Eb661	Moritella sp. PE36	0.808509316108	+	8.08509316108	8.71868503154e-182
Erwinia billingiae Eb661	Candidatus Moranella endobia PCIT	0.935632418882	+	9.35632418882	0.0
Erwinia billingiae Eb661	Citrobacter koseri ATCC BAA-895	0.871614182572	+	8.71614182572	1.00293143755e-243
Erwinia billingiae Eb661	Pantoea vagans C9-1	0.95405663652	+	9.5405663652	0.0
Erwinia billingiae Eb661	Pseudomonas syringae pv. lachrymans str. M301315	0.814558567471	+	8.14558567471	1.16379885333e-186
Erwinia billingiae Eb661	Providencia stuartii ATCC 25827	0.939023168642	+	9.39023168642	0.0
Erwinia billingiae Eb661	Enterobacter lignolyticus SCF1	0.945379015038	+	9.45379015038	0.0
Erwinia billingiae Eb661	Salmonella bongori NCTC 12419	0.940376470716	+	9.40376470716	0.0
Erwinia billingiae Eb661	Enterobacter cloacae subsp. cloacae ATCC 13047	0.90280356862	+	9.0280356862	4.4391767887e-288
Erwinia billingiae Eb661	Corynebacterium striatum ATCC 6940	0.83314866257	+	8.3314866257	7.77077433659e-203
Erwinia billingiae Eb661	Bacillus cereus SJ1	0.849834816462	+	8.49834816462	3.71589879746e-219
Erwinia billingiae Eb661	Serratia sp. AS12	0.902356159239	+	9.02356159239	2.42971427517e-287
Erwinia billingiae Eb661	Oceanimonas sp. GK1	0.817169686558	+	8.17169686558	8.05755856598e-189
Erwinia billingiae Eb661	Serratia odorifera DSM 4582	0.951770807159	+	9.51770807159	0.0
Erwinia billingiae Eb661	Legionella pneumophila str. Paris	0.887989190595	+	8.87989190595	2.28232913878e-265
Erwinia billingiae Eb661	Erwinia tasmaniensis Et1/99	0.921954130034	+	9.21954130034	1.48219693752e-323
Erwinia billingiae Eb661	Candidatus Blochmannia pennsylvanicus str. BPEN	0.806419555906	+	8.06419555906	3.83827883238e-180
Erwinia billingiae Eb661	Citrobacter rodentium ICC168	0.907420195391	+	9.07420195391	6.50510484737e-296
Erwinia billingiae Eb661	Erwinia amylovora ATCC 49946	0.950470330726	+	9.50470330726	0.0
Erwinia billingiae Eb661	Shewanella baltica OS195	0.825338891302	+	8.25338891302	8.30524421222e-196
Erwinia billingiae Eb661	Xenorhabdus nematophila ATCC 19061	0.917238286125	+	9.17238286125	4.9016072217e-314
Erwinia billingiae Eb661	Yersinia pseudotuberculosis IP 31758	0.842906435394	+	8.42906435394	3.78271625349e-212
Erwinia billingiae Eb661	Dickeya dadantii 3937	0.904486923071	+	9.04486923071	6.87308864192e-291
Erwinia billingiae Eb661	Buchnera aphidicola str. Sg (Schizaphis graminum)	0.834710408524	+	8.34710408524	2.76094945508e-204
Erwinia billingiae Eb661	Rahnella sp. Y9602	0.911256732487	+	9.11256732487	9.62127094952e-303
Erwinia billingiae Eb661	Salmonella enterica subsp. enterica serovar Dublin str. SD3246	0.905036280537	+	9.05036280537	8.1047997141e-292
Erwinia billingiae Eb661	Enterobacter asburiae LF7a	0.926063666695	+	9.26063666695	0.0
Erwinia billingiae Eb661	Proteus mirabilis HI4320	0.839606510496	+	8.39606510496	6.26611593113e-209
Erwinia billingiae Eb661	Rahnella aquatilis CIP 78.65 = ATCC 33071	0.939179472364	+	9.39179472364	0.0
Erwinia billingiae Eb661	Dickeya zeae Ech1591	0.946868872512	+	9.46868872512	0.0
Erwinia billingiae Eb661	Enterobacter cloacae subsp. cloacae NCTC 9394	0.854722683927	+	8.54722683927	2.56845762311e-224
Erwinia billingiae Eb661	Eubacterium rectale M104/1	-0.312334934011	-	3.12334934011	3.72034411282e-19
Erwinia billingiae Eb661	Dickeya dadantii Ech703	0.94059403465	+	9.4059403465	0.0
Erwinia billingiae Eb661	Micrococcus luteus SK58	0.847020689205	+	8.47020689205	2.87329728295e-216
Erwinia billingiae Eb661	Sodalis glossinidius str. 'morsitans'	0.941005067528	+	9.41005067528	0.0
Erwinia billingiae Eb661	Xenorhabdus bovienii SS-2004	0.947069702981	+	9.47069702981	0.0
Erwinia billingiae Eb661	Bacillus coahuilensis m4-4	0.867385155648	+	8.67385155648	1.28681279721e-238
Erwinia billingiae Eb661	Rheinheimera sp. A13L	0.867167899082	+	8.67167899082	2.32899636028e-238
Erwinia billingiae Eb661	gamma proteobacterium NOR5-3	0.867265191139	+	8.67265191139	1.78584010834e-238
Erwinia billingiae Eb661	Pantoea sp. At-9b	0.9588740347	+	9.588740347	0.0
Erwinia billingiae Eb661	Proteus penneri ATCC 35198	0.89597195665	+	8.9597195665	3.5191287693e-277
Erwinia billingiae Eb661	Grimontia hollisae CIP 101886	0.898530374368	+	8.98530374368	3.59745555264e-281
Erwinia billingiae Eb661	Vibrio anguillarum 775	0.87050603637	+	8.7050603637	2.2760058267e-242
Erwinia billingiae Eb661	Haemophilus ducreyi 35000HP	0.841397446053	+	8.41397446053	1.14559626224e-210
Erwinia billingiae Eb661	Neisseria mucosa ATCC 25996	0.808740748605	+	8.08740748605	5.71706327517e-182
Erwinia billingiae Eb661	Pseudomonas syringae pv. morsprunorum str. M302280	0.860126887951	+	8.60126887951	3.0126669024e-230
Erwinia billingiae Eb661	Plautia stali symbiont	0.901178147358	+	9.01178147358	2.05295092295e-285
Erwinia billingiae Eb661	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	0.810310019566	+	8.10310019566	3.21942017025e-183
Erwinia billingiae Eb661	Dickeya dadantii Ech586	0.949935326514	+	9.49935326514	0.0
Erwinia billingiae Eb661	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	0.808627880701	+	8.08627880701	7.02405001281e-182
Erwinia billingiae Eb661	Dermacoccus sp. Ellin185	0.870685715557	+	8.70685715557	1.37459323225e-242
Erwinia billingiae Eb661	Pantoea sp. aB	0.951093627194	+	9.51093627194	0.0
Erwinia billingiae Eb661	Photorhabdus asymbiotica	0.878334775562	+	8.78334775562	3.15005990984e-252
Erwinia billingiae Eb661	Pectobacterium carotovorum subsp. carotovorum PC1	0.940576773515	+	9.40576773515	0.0
Erwinia billingiae Eb661	Pectobacterium atrosepticum SCRI1043	0.956993874735	+	9.56993874735	0.0
Haemophilus parasuis SH0165	Actinobacillus minor 202	0.841926867456	+	8.41926867456	3.4763540472e-211
Haemophilus parasuis SH0165	Gallibacterium anatis UMN179	0.81576508194	+	8.1576508194	1.18096203271e-187
Haemophilus parasuis SH0165	Actinobacillus pleuropneumoniae serovar 6 str. Femo	0.830859440529	+	8.30859440529	9.72873065932e-201
Pantoea ananatis LMG 5342	Corynebacterium lipophiloflavum DSM 44291	0.86524789881	+	8.6524789881	4.21257671045e-236
Pantoea ananatis LMG 5342	Actinomyces coleocanis DSM 15436	0.843083878538	+	8.43083878538	2.52694971109e-212
Pantoea ananatis LMG 5342	Candidatus Moranella endobia PCIT	0.912732849397	+	9.12732849397	1.87194254045e-305
Pantoea ananatis LMG 5342	Lactobacillus vaginalis ATCC 49540	0.82085311203	+	8.2085311203	6.31030361784e-192
Pantoea ananatis LMG 5342	Citrobacter koseri ATCC BAA-895	0.893672706179	+	8.93672706179	1.10869087797e-273
Pantoea ananatis LMG 5342	Pantoea vagans C9-1	0.923858638887	+	9.23858638887	0.0
Pantoea ananatis LMG 5342	Pseudomonas syringae pv. lachrymans str. M301315	0.80317149345	+	8.0317149345	1.25719323189e-177
Pantoea ananatis LMG 5342	Providencia stuartii ATCC 25827	0.92226122433	+	9.2226122433	4.94065645841e-324
Pantoea ananatis LMG 5342	Enterobacter lignolyticus SCF1	0.950043275866	+	9.50043275866	0.0
Pantoea ananatis LMG 5342	Salmonella bongori NCTC 12419	0.951285040621	+	9.51285040621	0.0
Pantoea ananatis LMG 5342	Enterobacter cloacae subsp. cloacae ATCC 13047	0.899685657847	+	8.99685657847	5.23592880048e-283
Pantoea ananatis LMG 5342	Corynebacterium striatum ATCC 6940	0.846438038528	+	8.46438038528	1.11972325289e-215
Pantoea ananatis LMG 5342	Bacillus cereus SJ1	0.875247300621	+	8.75247300621	2.92259455616e-248
Pantoea ananatis LMG 5342	Serratia sp. AS12	0.861789723478	+	8.61789723478	4.01639364864e-232
Pantoea ananatis LMG 5342	Serratia odorifera DSM 4582	0.928202937406	+	9.28202937406	0.0
Pantoea ananatis LMG 5342	Legionella pneumophila str. Paris	0.845000267822	+	8.45000267822	3.13583553498e-214
Pantoea ananatis LMG 5342	Erwinia tasmaniensis Et1/99	0.911792441871	+	9.11792441871	1.01133620275e-303
Pantoea ananatis LMG 5342	Citrobacter rodentium ICC168	0.920008143951	+	9.20008143951	1.47201918522e-319
Pantoea ananatis LMG 5342	Erwinia amylovora ATCC 49946	0.956529770619	+	9.56529770619	0.0
Pantoea ananatis LMG 5342	Xenorhabdus nematophila ATCC 19061	0.898645334751	+	8.98645334751	2.36697210691e-281
Pantoea ananatis LMG 5342	Yersinia pseudotuberculosis IP 31758	0.809818896383	+	8.09818896383	7.94405992306e-183
Pantoea ananatis LMG 5342	Dickeya dadantii 3937	0.88457239522	+	8.8457239522	1.38881530995e-260
Pantoea ananatis LMG 5342	Buchnera aphidicola str. Sg (Schizaphis graminum)	0.818603214086	+	8.18603214086	5.0786529374e-190
Pantoea ananatis LMG 5342	Rahnella sp. Y9602	0.887429449854	+	8.87429449854	1.42141579028e-264
Pantoea ananatis LMG 5342	Salmonella enterica subsp. enterica serovar Dublin str. SD3246	0.932175747191	+	9.32175747191	0.0
Pantoea ananatis LMG 5342	Enterobacter asburiae LF7a	0.903125026642	+	9.03125026642	1.30213995621e-288
Pantoea ananatis LMG 5342	Proteus mirabilis HI4320	0.822296153184	+	8.22296153184	3.66114481942e-193
Pantoea ananatis LMG 5342	Rahnella aquatilis CIP 78.65 = ATCC 33071	0.926774135735	+	9.26774135735	0.0
Pantoea ananatis LMG 5342	Dickeya zeae Ech1591	0.936681325679	+	9.36681325679	0.0
Pantoea ananatis LMG 5342	Enterobacter cloacae subsp. cloacae NCTC 9394	0.840576582763	+	8.40576582763	7.21586489378e-210
Pantoea ananatis LMG 5342	Eubacterium rectale M104/1	-0.328850660543	-	3.28850660543	3.54383399843e-21
Pantoea ananatis LMG 5342	Dickeya dadantii Ech703	0.92361017166	+	9.2361017166	0.0
Pantoea ananatis LMG 5342	Micrococcus luteus SK58	0.852316111846	+	8.52316111846	9.41348832918e-222
Pantoea ananatis LMG 5342	Sodalis glossinidius str. 'morsitans'	0.909748237014	+	9.09748237014	5.07134828571e-300
Pantoea ananatis LMG 5342	Xenorhabdus bovienii SS-2004	0.937125159908	+	9.37125159908	0.0
Pantoea ananatis LMG 5342	Bacillus coahuilensis m4-4	0.879813426163	+	8.79813426163	3.62889856078e-254
Pantoea ananatis LMG 5342	Rheinheimera sp. A13L	0.882492720838	+	8.82492720838	9.57490502613e-258
Pantoea ananatis LMG 5342	gamma proteobacterium NOR5-3	0.813669046375	+	8.13669046375	6.22030011524e-186
Pantoea ananatis LMG 5342	Pantoea sp. At-9b	0.951137126322	+	9.51137126322	0.0
Pantoea ananatis LMG 5342	Proteus penneri ATCC 35198	0.886663249797	+	8.86663249797	1.71100269776e-263
Pantoea ananatis LMG 5342	Grimontia hollisae CIP 101886	0.868261308206	+	8.68261308206	1.1635867379e-239
Pantoea ananatis LMG 5342	Vibrio anguillarum 775	0.835077156242	+	8.35077156242	1.25456252642e-204
Pantoea ananatis LMG 5342	Haemophilus ducreyi 35000HP	0.807880321515	+	8.07880321515	2.73720732258e-181
Pantoea ananatis LMG 5342	Pseudomonas syringae pv. morsprunorum str. M302280	0.876596975548	+	8.76596975548	5.55321621347e-250
Pantoea ananatis LMG 5342	Plautia stali symbiont	0.89021039804	+	8.9021039804	1.45863080954e-268
Pantoea ananatis LMG 5342	Dickeya dadantii Ech586	0.954828079995	+	9.54828079995	0.0
Pantoea ananatis LMG 5342	Dermacoccus sp. Ellin185	0.886746795972	+	8.86746795972	1.30559773716e-263
Pantoea ananatis LMG 5342	Pantoea sp. aB	0.927399397941	+	9.27399397941	0.0
Pantoea ananatis LMG 5342	Photorhabdus asymbiotica	0.866787651369	+	8.66787651369	6.56183121254e-238
Pantoea ananatis LMG 5342	Pectobacterium carotovorum subsp. carotovorum PC1	0.929018746857	+	9.29018746857	0.0
Pantoea ananatis LMG 5342	Pectobacterium atrosepticum SCRI1043	0.941248011311	+	9.41248011311	0.0
Wolbachia endosymbiont strain TRS of Brugia malayi	Candidatus Pelagibacter sp. IMCC9063	0.843739010181	+	8.43739010181	5.67318660094e-213
Wolbachia endosymbiont strain TRS of Brugia malayi	Sulfurovum sp. NBC37-1	0.811032411676	+	8.11032411676	8.48611254171e-184
Wolbachia endosymbiont strain TRS of Brugia malayi	Sulfurimonas autotrophica DSM 16294	0.805172176131	+	8.05172176131	3.59511007749e-179
Wolbachia endosymbiont strain TRS of Brugia malayi	Marinitoga piezophila KA3	0.816916420508	+	8.16916420508	1.30976680443e-188
Wolbachia endosymbiont strain TRS of Brugia malayi	Candidatus Midichloria mitochondrii IricVA	0.805310790753	+	8.05310790753	2.80604527672e-179
Wolbachia endosymbiont strain TRS of Brugia malayi	Helicobacter felis ATCC 49179	0.849842091243	+	8.49842091243	3.65191508414e-219
Wolbachia endosymbiont strain TRS of Brugia malayi	Leptospira borgpetersenii serovar Hardjo-bovis str. L550	0.804820397947	+	8.04820397947	6.73653309702e-179
Wolbachia endosymbiont strain TRS of Brugia malayi	Rickettsia canadensis str. McKiel	0.800202706019	+	8.00202706019	2.27791163875e-175
Wolbachia endosymbiont strain TRS of Brugia malayi	Ktedonobacter racemifer DSM 44963	0.800084303386	+	8.00084303386	2.79772204635e-175
Wolbachia endosymbiont strain TRS of Brugia malayi	Thermotoga maritima MSB8	0.819804182529	+	8.19804182529	4.9184165337e-191
Wolbachia endosymbiont strain TRS of Brugia malayi	Mycoplasma columbinum SF7	0.830419709951	+	8.30419709951	2.43988109702e-200
Wolbachia endosymbiont strain TRS of Brugia malayi	Geobacter daltonii FRC-32	0.814160121721	+	8.14160121721	2.46846998268e-186
Kitasatospora setae KM-6054	Croceibacter atlanticus HTCC2559	-0.310179180325	-	3.10179180325	6.68649304636e-19
Brachybacterium faecium DSM 4810	Croceibacter atlanticus HTCC2559	-0.328941852147	-	3.28941852147	3.45114613155e-21
Corynebacterium lipophiloflavum DSM 44291	Actinomyces coleocanis DSM 15436	0.931118497044	+	9.31118497044	0.0
Corynebacterium lipophiloflavum DSM 44291	Candidatus Moranella endobia PCIT	0.84888147227	+	8.4888147227	3.59035411005e-218
Corynebacterium lipophiloflavum DSM 44291	Lactobacillus vaginalis ATCC 49540	0.866181942186	+	8.66181942186	3.39433560601e-237
Corynebacterium lipophiloflavum DSM 44291	Citrobacter koseri ATCC BAA-895	0.803329719253	+	8.03329719253	9.5053337735e-178
